EntityMention,EntityName
prieur,107
p_ieur,107
pri_ur,107
_rieur,107
prieu_,107
pr_eur,107
prie_r,107
prince,108
princ_,108
pr_nce,108
p_ince,108
_rince,108
pri_ce,108
prin_e,108
rachel,109
_achel,109
ra_hel,109
r_chel,109
rac_el,109
rache_,109
rach_l,109
rielle,110
riell_,110
_ielle,110
rie_le,110
riel_e,110
r_elle,110
ri_lle,110
rigaud,111
_igaud,111
ri_aud,111
rigau_,111
r_gaud,111
rig_ud,111
riga_d,111
rivard,112
_ivard,112
riv_rd,112
ri_ard,112
riva_d,112
r_vard,112
rivar_,112
robert,113
rober_,113
r_bert,113
_obert,113
robe_t,113
rob_rt,113
ro_ert,113
ropery,114
ro_ery,114
r_pery,114
rop_ry,114
roper_,114
_opery,114
rope_y,114
sagard,115
_agard,115
sagar_,115
saga_d,115
s_gard,115
sa_ard,115
sag_rd,115
salley,116
salle_,116
s_lley,116
sall_y,116
sa_ley,116
_alley,116
sal_ey,116
savane,117
sa_ane,117
_avane,117
sav_ne,117
sava_e,117
s_vane,117
savan_,117
sicard,118
sic_rd,118
s_card,118
sicar_,118
_icard,118
sica_d,118
si_ard,118
tupper,119
_upper,119
tupp_r,119
tuppe_,119
tup_er,119
t_pper,119
tu_per,119
valois,120
valo_s,120
val_is,120
valoi_,120
va_ois,120
v_lois,120
_alois,120
verdun,121
ve_dun,121
v_rdun,121
ver_un,121
verd_n,121
_erdun,121
verdu_,121
vezina,122
ve_ina,122
_ezina,122
v_zina,122
vezin_,122
vezi_a,122
vez_na,122
ecores,123
ec_res,123
ecore_,123
eco_es,123
_cores,123
ecor_s,123
e_ores,123
eglise,124
eglis_,124
egli_e,124
e_lise,124
eg_ise,124
_glise,124
egl_se,124
amherst,125
am_erst,125
_mherst,125
a_herst,125
amh_rst,125
amher_t,125
amhe_st,125
amhers_,125
atwater,126
atwate_,126
at_ater,126
atwat_r,126
atw_ter,126
atwa_er,126
_twater,126
a_water,126
barclay,127
barcl_y,127
b_rclay,127
barcla_,127
bar_lay,127
barc_ay,127
ba_clay,127
_arclay,127
beaudet,128
beaude_,128
be_udet,128
beaud_t,128
_eaudet,128
bea_det,128
beau_et,128
b_audet,128
beaudry,129
beau_ry,129
_eaudry,129
bea_dry,129
beaudr_,129
be_udry,129
beaud_y,129
b_audry,129
bedford,130
_edford,130
b_dford,130
bedf_rd,130
bed_ord,130
bedfor_,130
bedfo_d,130
be_ford,130
belmont,131
_elmont,131
belmo_t,131
be_mont,131
b_lmont,131
belm_nt,131
belmon_,131
bel_ont,131
berlioz,132
berli_z,132
berl_oz,132
ber_ioz,132
_erlioz,132
berlio_,132
be_lioz,132
b_rlioz,132
bernard,133
bernar_,133
bern_rd,133
b_rnard,133
_ernard,133
be_nard,133
ber_ard,133
berna_d,133
bossuet,134
b_ssuet,134
boss_et,134
bo_suet,134
_ossuet,134
bossu_t,134
bossue_,134
bos_uet,134
boucher,135
b_ucher,135
bo_cher,135
bouc_er,135
bouche_,135
bou_her,135
bouch_r,135
brennan,136
bren_an,136
brenn_n,136
_rennan,136
br_nnan,136
b_ennan,136
bre_nan,136
brenna_,136
brebeuf,137
_rebeuf,137
b_ebeuf,137
bre_euf,137
brebe_f,137
breb_uf,137
brebeu_,137
br_beuf,137
bullion,138
bull_on,138
bul_ion,138
_ullion,138
bulli_n,138
bu_lion,138
bullio_,138
b_llion,138
carlton,139
_arlton,139
carl_on,139
ca_lton,139
c_rlton,139
carlt_n,139
car_ton,139
carlto_,139
cartier,140
cart_er,140
carti_r,140
ca_tier,140
cartie_,140
car_ier,140
c_rtier,140
_artier,140
chambly,141
ch_mbly,141
cha_bly,141
_hambly,141
cham_ly,141
chamb_y,141
chambl_,141
c_ambly,141
college,142
_ollege,142
colle_e,142
col_ege,142
co_lege,142
c_llege,142
coll_ge,142
colleg_,142
couvent,143
couv_nt,143
_ouvent,143
co_vent,143
c_uvent,143
couven_,143
cou_ent,143
couve_t,143
crevier,144
c_evier,144
cr_vier,144
_revier,144
cre_ier,144
crev_er,144
crevie_,144
crevi_r,144
crowley,145
crow_ey,145
c_owley,145
crowle_,145
crowl_y,145
_rowley,145
cro_ley,145
cr_wley,145
delisle,146
d_lisle,146
deli_le,146
delisl_,146
_elisle,146
delis_e,146
de_isle,146
del_sle,146
dickson,147
dick_on,147
dickso_,147
di_kson,147
dic_son,147
dicks_n,147
d_ckson,147
dollard,148
doll_rd,148
dolla_d,148
d_llard,148
do_lard,148
_ollard,148
dol_ard,148
dollar_,148
decarie,149
de_arie,149
deca_ie,149
decar_e,149
dec_rie,149
_ecarie,149
d_carie,149
decari_,149
everett,150
ev_rett,150
everet_,150
evere_t,150
e_erett,150
eve_ett,150
_verett,150
ever_tt,150
faillon,151
f_illon,151
faillo_,151
fa_llon,151
fai_lon,151
_aillon,151
fail_on,151
faill_n,151
foucher,152
fou_her,152
fouch_r,152
fouc_er,152
fo_cher,152
f_ucher,152
fouche_,152
francis,153
fran_is,153
franci_,153
fra_cis,153
fr_ncis,153
_rancis,153
f_ancis,153
franc_s,153
garnier,154
garnie_,154
garni_r,154
ga_nier,154
gar_ier,154
g_rnier,154
_arnier,154
garn_er,154
gilford,155
gil_ord,155
gilfo_d,155
_ilford,155
gilf_rd,155
gilfor_,155
g_lford,155
gi_ford,155
gosford,156
go_ford,156
g_sford,156
_osford,156
gosfo_d,156
gosf_rd,156
gosfor_,156
gos_ord,156
guertin,157
gue_tin,157
_uertin,157
guer_in,157
g_ertin,157
guerti_,157
gu_rtin,157
guert_n,157
hickson,158
h_ckson,158
hicks_n,158
hi_kson,158
hickso_,158
hic_son,158
hick_on,158
jockeys,159
joc_eys,159
_ockeys,159
j_ckeys,159
jocke_s,159
jock_ys,159
jockey_,159
jo_keys,159
lasalle,160
lasa_le,160
las_lle,160
l_salle,160
lasal_e,160
la_alle,160
_asalle,160
lasall_,160
lacombe,161
laco_be,161
lacom_e,161
_acombe,161
l_combe,161
la_ombe,161
lacomb_,161
lac_mbe,161
lafleur,162
lafle_r,162
la_leur,162
_afleur,162
l_fleur,162
laf_eur,162
lafl_ur,162
lafleu_,162
laurier,163
la_rier,163
lauri_r,163
_aurier,163
l_urier,163
laurie_,163
lau_ier,163
laur_er,163
louvain,164
lo_vain,164
louv_in,164
louva_n,164
lou_ain,164
_ouvain,164
louvai_,164
l_uvain,164
madison,165
mad_son,165
_adison,165
ma_ison,165
m_dison,165
madi_on,165
madiso_,165
madis_n,165
marlowe,166
marlow_,166
_arlowe,166
marl_we,166
mar_owe,166
m_rlowe,166
ma_lowe,166
marlo_e,166
martial,167
martia_,167
marti_l,167
mart_al,167
mar_ial,167
_artial,167
m_rtial,167
ma_tial,167
mcnider,168
mcnide_,168
mcni_er,168
_cnider,168
mcn_der,168
mc_ider,168
mcnid_r,168
m_nider,168
meighen,169
mei_hen,169
me_ghen,169
meig_en,169
meigh_n,169
_eighen,169
meighe_,169
m_ighen,169
mentana,170
_entana,170
me_tana,170
mentan_,170
m_ntana,170
menta_a,170
men_ana,170
ment_na,170
mistral,171
mis_ral,171
mistra_,171
m_stral,171
_istral,171
mistr_l,171
mi_tral,171
mist_al,171
mullins,172
mu_lins,172
mul_ins,172
m_llins,172
mulli_s,172
_ullins,172
mullin_,172
mull_ns,172
o brien,173
o bri_n,173
o b_ien,173
_ brien,173
o brie_,173
o br_en,173
o_brien,173
o _rien,173
brien,173
b_ien,173
bri_n,173
br_en,173
brie_,173
_rien,173
ontario,174
ontari_,174
_ntario,174
o_tario,174
onta_io,174
ontar_o,174
on_ario,174
ont_rio,174
ormeaux,175
ormeau_,175
ormea_x,175
o_meaux,175
orm_aux,175
_rmeaux,175
or_eaux,175
orme_ux,175
plessis,176
ple_sis,176
plessi_,176
pless_s,176
p_essis,176
_lessis,176
pl_ssis,176
ples_is,176
poirier,177
poirie_,177
poir_er,177
poiri_r,177
p_irier,177
po_rier,177
poi_ier,177
_oirier,177
poupart,178
_oupart,178
poupar_,178
po_part,178
poup_rt,178
p_upart,178
poupa_t,178
pou_art,178
provost,179
prov_st,179
provos_,179
pr_vost,179
provo_t,179
_rovost,179
p_ovost,179
pro_ost,179
querbes,180
quer_es,180
_uerbes,180
que_bes,180
qu_rbes,180
q_erbes,180
querb_s,180
querbe_,180
resther,181
re_ther,181
resthe_,181
r_sther,181
res_her,181
resth_r,181
_esther,181
rest_er,181
rolland,182
ro_land,182
rollan_,182
rol_and,182
_olland,182
rolla_d,182
roll_nd,182
r_lland,182
rosaire,183
rosai_e,183
ro_aire,183
r_saire,183
rosa_re,183
ros_ire,183
_osaire,183
rosair_,183
sauriol,184
saur_ol,184
sau_iol,184
_auriol,184
sa_riol,184
s_uriol,184
saurio_,184
sauri_l,184
shearer,185
sheare_,185
shea_er,185
she_rer,185
sh_arer,185
s_earer,185
_hearer,185
shear_r,185
stanley,186
s_anley,186
_tanley,186
st_nley,186
sta_ley,186
stanle_,186
stanl_y,186
stan_ey,186
thierry,187
t_ierry,187
thi_rry,187
thier_y,187
thierr_,187
thie_ry,187
_hierry,187
th_erry,187
thimens,188
thi_ens,188
th_mens,188
thime_s,188
t_imens,188
thimen_,188
thim_ns,188
_himens,188
trianon,189
tr_anon,189
_rianon,189
tria_on,189
t_ianon,189
tri_non,189
trian_n,189
triano_,189
vendome,190
vend_me,190
ve_dome,190
vendom_,190
vendo_e,190
_endome,190
v_ndome,190
ven_ome,190
william,191
willi_m,191
will_am,191
wi_liam,191
wil_iam,191
_illiam,191
willia_,191
w_lliam,191
wiseman,192
wisema_,192
wis_man,192
wisem_n,192
wi_eman,192
w_seman,192
wise_an,192
_iseman,192
wurtele,193
wurte_e,193
wurt_le,193
wurtel_,193
wur_ele,193
wu_tele,193
_urtele,193
w_rtele,193
argenson,194
argens_n,194
_rgenson,194
a_genson,194
ar_enson,194
arg_nson,194
arge_son,194
argen_on,194
argenso_,194
beaubien,195
be_ubien,195
beaub_en,195
bea_bien,195
beaubie_,195
beaubi_n,195
b_aubien,195
_eaubien,195
beau_ien,195
beaumont,196
bea_mont,196
beaumon_,196
beau_ont,196
beaumo_t,196
_eaumont,196
be_umont,196
b_aumont,196
beaum_nt,196
belgrave,197
bel_rave,197
belgrav_,197
belg_ave,197
belgr_ve,197
belgra_e,197
b_lgrave,197
_elgrave,197
be_grave,197
bordeaux,198
bor_eaux,198
bordea_x,198
bord_aux,198
b_rdeaux,198
bordeau_,198
borde_ux,198
_ordeaux,198
bo_deaux,198
belanger,199
belan_er,199
b_langer,199
belang_r,199
belange_,199
bel_nger,199
_elanger,199
be_anger,199
bela_ger,199
cadillac,200
cadi_lac,200
cad_llac,200
c_dillac,200
cadill_c,200
_adillac,200
cadil_ac,200
cadilla_,200
ca_illac,200
cardinal,201
ca_dinal,201
car_inal,201
card_nal,201
_ardinal,201
cardina_,201
cardin_l,201
cardi_al,201
c_rdinal,201
carignan,202
carig_an,202
_arignan,202
cari_nan,202
c_rignan,202
carigna_,202
car_gnan,202
carign_n,202
ca_ignan,202
casgrain,203
casgra_n,203
_asgrain,203
casgr_in,203
ca_grain,203
c_sgrain,203
casg_ain,203
cas_rain,203
casgrai_,203
cathcart,204
cath_art,204
ca_hcart,204
cat_cart,204
cathca_t,204
_athcart,204
c_thcart,204
cathc_rt,204
cathcar_,204
chabanel,205
chaba_el,205
chabane_,205
chab_nel,205
_habanel,205
cha_anel,205
c_abanel,205
ch_banel,205
chaban_l,205
chambord,206
chambor_,206
chamb_rd,206
ch_mbord,206
cham_ord,206
_hambord,206
cha_bord,206
chambo_d,206
c_ambord,206
cherrier,207
cherri_r,207
che_rier,207
c_errier,207
ch_rrier,207
cherrie_,207
cher_ier,207
_herrier,207
cherr_er,207
chomedey,208
chomed_y,208
chom_dey,208
chomede_,208
ch_medey,208
chome_ey,208
cho_edey,208
_homedey,208
c_omedey,208
crescent,209
cresce_t,209
cres_ent,209
c_escent,209
cresc_nt,209
_rescent,209
cr_scent,209
cre_cent,209
crescen_,209
cremazie,210
c_emazie,210
_remazie,210
cr_mazie,210
crema_ie,210
cremazi_,210
cre_azie,210
crem_zie,210
cremaz_e,210
davidson,211
dav_dson,211
d_vidson,211
davids_n,211
davidso_,211
david_on,211
da_idson,211
_avidson,211
davi_son,211
de gaspe,212
_e gaspe,212
de gasp_,212
de_gaspe,212
de gas_e,212
de ga_pe,212
de _aspe,212
d_ gaspe,212
de g_spe,212
decelles,213
decell_s,213
de_elles,213
decel_es,213
_ecelles,213
dec_lles,213
dece_les,213
d_celles,213
decelle_,213
drummond,214
drum_ond,214
drumm_nd,214
drummo_d,214
dru_mond,214
drummon_,214
dr_mmond,214
d_ummond,214
_rummond,214
durocher,215
duroch_r,215
d_rocher,215
du_ocher,215
_urocher,215
duro_her,215
duroche_,215
duroc_er,215
dur_cher,215
duvernay,216
duver_ay,216
_uvernay,216
duv_rnay,216
duvern_y,216
duverna_,216
duve_nay,216
d_vernay,216
du_ernay,216
fletcher,217
fletch_r,217
fletc_er,217
_letcher,217
fle_cher,217
fletche_,217
flet_her,217
f_etcher,217
fl_tcher,217
gatineau,218
gatinea_,218
gati_eau,218
_atineau,218
gat_neau,218
gatine_u,218
g_tineau,218
ga_ineau,218
gatin_au,218
guenette,219
gue_ette,219
guenet_e,219
guenett_,219
_uenette,219
guen_tte,219
g_enette,219
gu_nette,219
guene_te,219
hamilton,220
hami_ton,220
ham_lton,220
ha_ilton,220
_amilton,220
hamilt_n,220
h_milton,220
hamilto_,220
hamil_on,220
isabella,221
isabe_la,221
isabell_,221
i_abella,221
isa_ella,221
is_bella,221
isab_lla,221
isabel_a,221
_sabella,221
joliette,222
joliett_,222
jol_ette,222
jolie_te,222
_oliette,222
j_liette,222
joli_tte,222
jo_iette,222
joliet_e,222
la roche,223
la ro_he,223
la r_che,223
la roch_,223
la _oche,223
l_ roche,223
la_roche,223
la roc_e,223
_a roche,223
roche,223
roc_e,223
r_che,223
_oche,223
roch_,223
ro_he,223
leclaire,224
l_claire,224
le_laire,224
lecl_ire,224
leclai_e,224
lec_aire,224
leclair_,224
_eclaire,224
lecla_re,224
legendre,225
lege_dre,225
l_gendre,225
_egendre,225
legen_re,225
leg_ndre,225
legend_e,225
legendr_,225
le_endre,225
ligneris,226
li_neris,226
lig_eris,226
ligner_s,226
l_gneris,226
ligne_is,226
lign_ris,226
_igneris,226
ligneri_,226
lorimier,227
lo_imier,227
lor_mier,227
lorimi_r,227
lorim_er,227
_orimier,227
lori_ier,227
l_rimier,227
lorimie_,227
mctavish,228
mctavi_h,228
m_tavish,228
_ctavish,228
mcta_ish,228
mctav_sh,228
mctavis_,228
mc_avish,228
mct_vish,228
meilleur,229
meille_r,229
meilleu_,229
_eilleur,229
meil_eur,229
mei_leur,229
me_lleur,229
m_illeur,229
meill_ur,229
metcalfe,230
metc_lfe,230
met_alfe,230
m_tcalfe,230
metcalf_,230
metcal_e,230
me_calfe,230
metca_fe,230
_etcalfe,230
michelet,231
michele_,231
miche_et,231
mic_elet,231
michel_t,231
mich_let,231
mi_helet,231
m_chelet,231
_ichelet,231
monkland,232
mon_land,232
monklan_,232
mo_kland,232
m_nkland,232
monkl_nd,232
_onkland,232
monkla_d,232
monk_and,232
montagne,233
montag_e,233
monta_ne,233
montagn_,233
mon_agne,233
mont_gne,233
mo_tagne,233
_ontagne,233
m_ntagne,233
montigny,234
mon_igny,234
m_ntigny,234
montign_,234
mo_tigny,234
monti_ny,234
_ontigny,234
montig_y,234
mont_gny,234
nazareth,235
nazaret_,235
_azareth,235
na_areth,235
n_zareth,235
naza_eth,235
naz_reth,235
nazar_th,235
nazare_h,235
papineau,236
_apineau,236
papi_eau,236
papine_u,236
papin_au,236
p_pineau,236
pap_neau,236
pa_ineau,236
papinea_,236
patricia,237
pat_icia,237
patric_a,237
patri_ia,237
patr_cia,237
p_tricia,237
pa_ricia,237
patrici_,237
_atricia,237
radisson,238
rad_sson,238
r_disson,238
radis_on,238
radi_son,238
ra_isson,238
_adisson,238
radiss_n,238
radisso_,238
richmond,239
rich_ond,239
_ichmond,239
ric_mond,239
ri_hmond,239
richm_nd,239
r_chmond,239
richmon_,239
richmo_d,239
rosemont,240
ro_emont,240
rosem_nt,240
rosemo_t,240
r_semont,240
rosemon_,240
ros_mont,240
rose_ont,240
_osemont,240
stirling,241
stirlin_,241
stirli_g,241
stirl_ng,241
stir_ing,241
s_irling,241
_tirling,241
st_rling,241
sti_ling,241
theodore,242
_heodore,242
theodor_,242
theodo_e,242
theod_re,242
the_dore,242
th_odore,242
t_eodore,242
theo_ore,242
victoria,243
vict_ria,243
victori_,243
victo_ia,243
vi_toria,243
victor_a,243
v_ctoria,243
_ictoria,243
vic_oria,243
villeray,244
vil_eray,244
vill_ray,244
villera_,244
vi_leray,244
ville_ay,244
viller_y,244
_illeray,244
v_lleray,244
waverley,245
waverl_y,245
waver_ey,245
wave_ley,245
wa_erley,245
waverle_,245
_averley,245
wav_rley,245
w_verley,245
westbury,246
_estbury,246
westb_ry,246
west_ury,246
wes_bury,246
westbu_y,246
westbur_,246
we_tbury,246
w_stbury,246
woodland,247
woodla_d,247
_oodland,247
wo_dland,247
woo_land,247
wood_and,247
woodl_nd,247
w_odland,247
woodlan_,247
du musee,248
_u musee,248
du muse_,248
d_ musee,248
du_musee,248
du mus_e,248
du _usee,248
du m_see,248
du mu_ee,248
musee,248
_usee,248
muse_,248
mus_e,248
m_see,248
mu_ee,248
2e avenue,249
2e aven_e,249
2e a_enue,249
2e av_nue,249
2e ave_ue,249
2e_avenue,249
2_ avenue,249
2e _venue,249
2e avenu_,249
3e avenue,250
3e_avenue,250
3e avenu_,250
3e aven_e,250
3e _venue,250
3e a_enue,250
3e av_nue,250
3e ave_ue,250
3_ avenue,250
4e avenue,251
4e _venue,251
4e a_enue,251
4e av_nue,251
4_ avenue,251
4e_avenue,251
4e ave_ue,251
4e aven_e,251
4e avenu_,251
5e avenue,252
5e ave_ue,252
5e_avenue,252
5_ avenue,252
5e aven_e,252
5e av_nue,252
5e _venue,252
5e a_enue,252
5e avenu_,252
6e avenue,253
6e av_nue,253
6e avenu_,253
6_ avenue,253
6e aven_e,253
6e ave_ue,253
6e a_enue,253
6e _venue,253
6e_avenue,253
8e avenue,254
8e_avenue,254
8_ avenue,254
8e av_nue,254
8e a_enue,254
8e aven_e,254
8e _venue,254
8e avenu_,254
8e ave_ue,254
bellarmin,255
bel_armin,255
_ellarmin,255
bella_min,255
bellarmi_,255
b_llarmin,255
bellarm_n,255
bell_rmin,255
be_larmin,255
bellar_in,255
bienville,256
_ienville,256
bien_ille,256
bienvill_,256
bienvi_le,256
bie_ville,256
bi_nville,256
bienvil_e,256
bienv_lle,256
b_enville,256
boulevard,257
_oulevard,257
bouleva_d,257
boule_ard,257
boulevar_,257
bou_evard,257
boul_vard,257
boulev_rd,257
b_ulevard,257
bo_levard,257
carrieres,258
_arrieres,258
c_rrieres,258
carrie_es,258
car_ieres,258
carri_res,258
carriere_,258
ca_rieres,258
carrier_s,258
carr_eres,258
