EntityMention,EntityName
rosemon_,28
_osemont,28
ros_mont,28
r_semont,28
rosemo_t,28
ro_emont,28
concorde,29
conco_de,29
con_orde,29
concor_e,29
c_ncorde,29
conc_rde,29
_oncorde,29
concord_,29
co_corde,29
langelier,30
lange_ier,30
lan_elier,30
langelie_,30
l_ngelier,30
lang_lier,30
la_gelier,30
_angelier,30
langel_er,30
langeli_r,30
frontenac,31
fron_enac,31
fr_ntenac,31
fronten_c,31
fronte_ac,31
fro_tenac,31
front_nac,31
frontena_,31
_rontenac,31
f_ontenac,31
jolicoeur,32
_olicoeur,32
jol_coeur,32
joli_oeur,32
j_licoeur,32
jolicoeu_,32
jo_icoeur,32
jolico_ur,32
jolic_eur,32
jolicoe_r,32
angrignon,33
angr_gnon,33
_ngrignon,33
an_rignon,33
angrign_n,33
angrig_on,33
angri_non,33
ang_ignon,33
a_grignon,33
angrigno_,33
plamondon,34
plamo_don,34
plamon_on,34
pl_mondon,34
p_amondon,34
plam_ndon,34
plamondo_,34
_lamondon,34
plamond_n,34
pla_ondon,34
outremont,35
outremo_t,35
out_emont,35
ou_remont,35
outremon_,35
outre_ont,35
outr_mont,35
o_tremont,35
_utremont,35
outrem_nt,35
assomption,36
assompt_on,36
assompti_n,36
assomp_ion,36
ass_mption,36
assom_tion,36
asso_ption,36
_ssomption,36
assomptio_,36
as_omption,36
a_somption,36
berri uqam,37
berri u_am,37
ber_i uqam,37
berri uqa_,37
_erri uqam,37
be_ri uqam,37
berri_uqam,37
berr_ uqam,37
b_rri uqam,37
berri uq_m,37
berri _qam,37
uqam,37
uq_m,37
u_am,37
_qam,37
uqa_,37
berri,37
be_ri,37
_erri,37
berr_,37
ber_i,37
b_rri,37
charlevoix,38
_harlevoix,38
c_arlevoix,38
char_evoix,38
charlev_ix,38
cha_levoix,38
charlevoi_,38
charle_oix,38
ch_rlevoix,38
charl_voix,38
charlevo_x,38
jean talon,39
jea_ talon,39
j_an talon,39
_ean talon,39
jean _alon,39
jean talo_,39
jean t_lon,39
je_n talon,39
jean tal_n,39
jean ta_on,39
jean_talon,39
talon,39
t_lon,39
tal_n,39
talo_,39
_alon,39
ta_on,39
mont royal,40
m_nt royal,40
mo_t royal,40
mont_royal,40
mont roya_,40
mont roy_l,40
mont r_yal,40
mont ro_al,40
mont _oyal,40
mon_ royal,40
_ont royal,40
royal,40
_oyal,40
roya_,40
r_yal,40
roy_l,40
ro_al,40
mont,40
mo_t,40
m_nt,40
_ont,40
sherbrooke,41
sherbr_oke,41
sher_rooke,41
s_erbrooke,41
sherbroo_e,41
sh_rbrooke,41
sherbro_ke,41
she_brooke,41
_herbrooke,41
sherb_ooke,41
sherbrook_,41
cote vertu,42
c_te vertu,42
cote vert_,42
cot_ vertu,42
cote v_rtu,42
cote ve_tu,42
cote _ertu,42
_ote vertu,42
co_e vertu,42
cote_vertu,42
cote ver_u,42
vertu,42
vert_,42
_ertu,42
ver_u,42
v_rtu,42
ve_tu,42
prefontaine,43
prefo_taine,43
pre_ontaine,43
pref_ntaine,43
_refontaine,43
prefontai_e,43
prefon_aine,43
p_efontaine,43
prefonta_ne,43
pr_fontaine,43
prefontain_,43
bonaventure,44
bonaventur_,44
bonaventu_e,44
_onaventure,44
bo_aventure,44
bonaven_ure,44
bonav_nture,44
b_naventure,44
bonave_ture,44
bona_enture,44
bon_venture,44
villa maria,45
villa ma_ia,45
vil_a maria,45
v_lla maria,45
villa mar_a,45
villa m_ria,45
villa mari_,45
_illa maria,45
vill_ maria,45
villa_maria,45
vi_la maria,45
maria,45
m_ria,45
mar_a,45
ma_ia,45
mari_,45
_aria,45
villa,45
vil_a,45
vi_la,45
v_lla,45
vill_,45
_illa,45
d iberville,46
d ibervil_e,46
d _berville,46
d ib_rville,46
d ibe_ville,46
d ibervi_le,46
d iberv_lle,46
d iber_ille,46
d i_erville,46
d ibervill_,46
d_iberville,46
iberville,46
ibervi_le,46
i_erville,46
ibe_ville,46
ibervill_,46
iberv_lle,46
_berville,46
iber_ille,46
ibervil_e,46
ib_rville,46
montmorency,47
montmorenc_,47
m_ntmorency,47
mo_tmorency,47
montmo_ency,47
montm_rency,47
mon_morency,47
mont_orency,47
montmoren_y,47
_ontmorency,47
montmor_ncy,47
de castelnau,48
_e castelnau,48
d_ castelnau,48
de casteln_u,48
de castel_au,48
de cast_lnau,48
de caste_nau,48
de_castelnau,48
de c_stelnau,48
de cas_elnau,48
de _astelnau,48
castelnau,48
castelna_,48
cast_lnau,48
caste_nau,48
castel_au,48
cas_elnau,48
_astelnau,48
c_stelnau,48
ca_telnau,48
casteln_u,48
saint michel,49
saint mic_el,49
sain_ michel,49
sa_nt michel,49
saint _ichel,49
saint mich_l,49
_aint michel,49
saint_michel,49
s_int michel,49
sai_t michel,49
saint m_chel,49
michel,49
mic_el,49
mi_hel,49
miche_,49
mich_l,49
m_chel,49
_ichel,49
jean drapeau,50
jean drape_u,50
_ean drapeau,50
jean dra_eau,50
j_an drapeau,50
jea_ drapeau,50
jean drapea_,50
je_n drapeau,50
jean_drapeau,50
jean drap_au,50
jean _rapeau,50
drapeau,50
dra_eau,50
drapea_,50
_rapeau,50
drape_u,50
dr_peau,50
drap_au,50
d_apeau,50
saint laurent,51
saint lau_ent,51
_aint laurent,51
sain_ laurent,51
saint_laurent,51
sa_nt laurent,51
s_int laurent,51
sai_t laurent,51
saint _aurent,51
saint l_urent,51
saint laure_t,51
laurent,51
l_urent,51
lau_ent,51
laure_t,51
laur_nt,51
la_rent,51
lauren_,51
_aurent,51
guy concordia,52
guy_concordia,52
guy conco_dia,52
guy conc_rdia,52
guy co_cordia,52
guy concordi_,52
g_y concordia,52
gu_ concordia,52
guy concord_a,52
_uy concordia,52
guy con_ordia,52
concordia,52
concordi_,52
concor_ia,52
c_ncordia,52
conco_dia,52
concord_a,52
conc_rdia,52
_oncordia,52
con_ordia,52
co_cordia,52
guy,52
_uy,52
gu_,52
g_y,52
lionel groulx,53
lionel grou_x,53
l_onel groulx,53
lionel groul_,53
lio_el groulx,53
lionel_groulx,53
lione_ groulx,53
_ionel groulx,53
lion_l groulx,53
lionel _roulx,53
lionel g_oulx,53
groulx,53
gro_lx,53
groul_,53
_roulx,53
g_oulx,53
grou_x,53
gr_ulx,53
lionel,53
lio_el,53
lion_l,53
l_onel,53
_ionel,53
lione_,53
li_nel,53
champ de mars,54
champ de mar_,54
champ de _ars,54
_hamp de mars,54
ch_mp de mars,54
champ de_mars,54
cha_p de mars,54
champ de ma_s,54
champ _e mars,54
champ d_ mars,54
cham_ de mars,54
champ mars,54
de mars,54
d_ mars,54
de _ars,54
de_mars,54
de ma_s,54
_e mars,54
de m_rs,54
de mar_,54
champ de,54
_hamp de,54
c_amp de,54
champ_de,54
champ _e,54
cham_ de,54
cha_p de,54
champ d_,54
ch_mp de,54
champ,54
cham_,54
ch_mp,54
cha_p,54
c_amp,54
_hamp,54
mars,54
m_rs,54
ma_s,54
mar_,54
_ars,54
champ ma_s,54
champ mar_,54
cha_p mars,54
c_amp mars,54
_hamp mars,54
champ _ars,54
cham_ mars,54
champ m_rs,54
champ_mars,54
ch_mp mars,54
place d armes,55
place_d armes,55
place d a_mes,55
place d _rmes,55
place d ar_es,55
place _ armes,55
_lace d armes,55
place d arme_,55
place d arm_s,55
pl_ce d armes,55
p_ace d armes,55
d armes,55
d arm_s,55
_ armes,55
d a_mes,55
d _rmes,55
d ar_es,55
d_armes,55
d arme_,55
place d,55
_lace d,55
pla_e d,55
p_ace d,55
pl_ce d,55
plac_ d,55
place _,55
place_d,55
armes,55
ar_es,55
arm_s,55
_rmes,55
arme_,55
a_mes,55
place armes,55
pl_ce armes,55
plac_ armes,55
p_ace armes,55
place arme_,55
place_armes,55
place _rmes,55
pla_e armes,55
_lace armes,55
place arm_s,55
place ar_es,55
place des arts,56
pl_ce des arts,56
place des ar_s,56
plac_ des arts,56
place _es arts,56
place des _rts,56
place d_s arts,56
_lace des arts,56
place des art_,56
place des_arts,56
place des a_ts,56
des arts,56
des ar_s,56
_es arts,56
des a_ts,56
de_ arts,56
des art_,56
des _rts,56
d_s arts,56
des_arts,56
place des,56
p_ace des,56
place d_s,56
place _es,56
pla_e des,56
place_des,56
place de_,56
_lace des,56
pl_ce des,56
plac_ des,56
arts,56
art_,56
a_ts,56
_rts,56
ar_s,56
place arts,56
pla_e arts,56
place ar_s,56
place _rts,56
place art_,56
plac_ arts,56
place a_ts,56
_lace arts,56
place_arts,56
pl_ce arts,56
p_ace arts,56
henri bourassa,57
henri bouras_a,57
henri bourass_,57
he_ri bourassa,57
henri b_urassa,57
henr_ bourassa,57
henri_bourassa,57
hen_i bourassa,57
henri _ourassa,57
h_nri bourassa,57
henri bo_rassa,57
bourassa,57
bo_rassa,57
bou_assa,57
_ourassa,57
boura_sa,57
bourass_,57
bouras_a,57
b_urassa,57
bour_ssa,57
georges vanier,58
georges van_er,58
georges _anier,58
_eorges vanier,58
georges v_nier,58
georges vani_r,58
g_orges vanier,58
georges vanie_,58
georges_vanier,58
georges va_ier,58
georg_s vanier,58
vanier,58
vanie_,58
v_nier,58
van_er,58
_anier,58
vani_r,58
va_ier,58
georges,58
geor_es,58
ge_rges,58
georg_s,58
geo_ges,58
george_,58
g_orges,58
_eorges,58
lucien l allier,59
lucien l allie_,59
lucien l al_ier,59
lucien l_allier,59
lu_ien l allier,59
lucien l alli_r,59
lucien_l allier,59
_ucien l allier,59
luc_en l allier,59
lucien _ allier,59
lucien l a_lier,59
l allier,59
l alli_r,59
l all_er,59
_ allier,59
l _llier,59
l_allier,59
l a_lier,59
l al_ier,59
l allie_,59
lucien l,59
lucien_l,59
luc_en l,59
lucien _,59
_ucien l,59
luci_n l,59
lucie_ l,59
l_cien l,59
lu_ien l,59
lucien,59
luci_n,59
lu_ien,59
luc_en,59
lucie_,59
l_cien,59
_ucien,59
allier,59
_llier,59
allie_,59
alli_r,59
al_ier,59
a_lier,59
all_er,59
lucien allier,59
lucien alli_r,59
_ucien allier,59
lucien al_ier,59
lucien _llier,59
lucien_allier,59
lucie_ allier,59
lucien all_er,59
luci_n allier,59
lucien allie_,59
lucien a_lier,59
cote des neiges,60
cote d_s neiges,60
cote des_neiges,60
cote des ne_ges,60
cot_ des neiges,60
_ote des neiges,60
cote des _eiges,60
cote des neig_s,60
c_te des neiges,60
cote _es neiges,60
cote des neige_,60
des neiges,60
des n_iges,60
des _eiges,60
_es neiges,60
des_neiges,60
des neig_s,60
de_ neiges,60
des nei_es,60
d_s neiges,60
des ne_ges,60
des neige_,60
cote des,60
co_e des,60
_ote des,60
cote d_s,60
c_te des,60
cote_des,60
cot_ des,60
cote de_,60
cote _es,60
neiges,60
nei_es,60
ne_ges,60
n_iges,60
_eiges,60
neige_,60
neig_s,60
cote neiges,60
cote ne_ges,60
cote _eiges,60
co_e neiges,60
cote neig_s,60
cote_neiges,60
cote n_iges,60
cot_ neiges,60
cote neige_,60
cote nei_es,60
c_te neiges,60
honore beaugrand,61
honore bea_grand,61
honor_ beaugrand,61
honore beaugr_nd,61
honore beaugran_,61
honore beau_rand,61
honore be_ugrand,61
honore _eaugrand,61
h_nore beaugrand,61
hon_re beaugrand,61
honore b_augrand,61
beaugrand,61
b_augrand,61
beaugran_,61
_eaugrand,61
be_ugrand,61
beau_rand,61
beaugr_nd,61
beaugra_d,61
bea_grand,61
beaug_and,61
honore,61
honor_,61
hon_re,61
hono_e,61
h_nore,61
ho_ore,61
_onore,61
place saint henri,62
plac_ saint henri,62
place saint hen_i,62
place sai_t henri,62
place sa_nt henri,62
place _aint henri,62
place s_int henri,62
pl_ce saint henri,62
place sain_ henri,62
_lace saint henri,62
p_ace saint henri,62
saint henri,62
sain_ henri,62
saint h_nri,62
_aint henri,62
sai_t henri,62
saint _enri,62
s_int henri,62
saint hen_i,62
saint henr_,62
saint_henri,62
saint he_ri,62
sa_nt henri,62
place saint,62
place_saint,62
place _aint,62
_lace saint,62
pl_ce saint,62
place sain_,62
plac_ saint,62
p_ace saint,62
place sai_t,62
place s_int,62
place sa_nt,62
place henri,62
p_ace henri,62
place h_nri,62
place_henri,62
place he_ri,62
place _enri,62
place hen_i,62
_lace henri,62
place henr_,62
plac_ henri,62
pla_e henri,62
edouard montpetit,63
edouard m_ntpetit,63
edouar_ montpetit,63
edoua_d montpetit,63
edou_rd montpetit,63
edouard mon_petit,63
edouard montp_tit,63
edouard_montpetit,63
edouard mont_etit,63
edouard mo_tpetit,63
_douard montpetit,63
montpetit,63
m_ntpetit,63
mon_petit,63
montpeti_,63
_ontpetit,63
mont_etit,63
montpet_t,63
montpe_it,63
montp_tit,63
mo_tpetit,63
edouard,63
edou_rd,63
edo_ard,63
ed_uard,63
e_ouard,63
edoua_d,63
edouar_,63
_douard,63
square victoria oaci,64
square v_ctoria oaci,64
square victoria oac_,64
square _ictoria oaci,64
square victoria o_ci,64
square vi_toria oaci,64
square victor_a oaci,64
s_uare victoria oaci,64
square vict_ria oaci,64
square victoria_oaci,64
square victori_ oaci,64
victoria oaci,64
victori_ oaci,64
victoria oa_i,64
victor_a oaci,64
vict_ria oaci,64
victoria oac_,64
v_ctoria oaci,64
victo_ia oaci,64
victoria_oaci,64
vi_toria oaci,64
victoria o_ci,64
square victoria,64
square victor_a,64
squar_ victoria,64
sq_are victoria,64
squa_e victoria,64
s_uare victoria,64
square victori_,64
squ_re victoria,64
square victo_ia,64
square vic_oria,64
square_victoria,64
square,64
_quare,64
squar_,64
squ_re,64
sq_are,64
squa_e,64
s_uare,64
oaci,64
_aci,64
o_ci,64
oa_i,64
oac_,64
square oaci,64
_quare oaci,64
squa_e oaci,64
square_oaci,64
square _aci,64
square oa_i,64
square o_ci,64
squ_re oaci,64
squar_ oaci,64
s_uare oaci,64
sq_are oaci,64
cote sainte catherine,65
cote sainte ca_herine,65
cote sainte _atherine,65
cote s_inte catherine,65
cote sainte_catherine,65
cote sai_te catherine,65
cote sainte cat_erine,65
cote _ainte catherine,65
cote sain_e catherine,65
cote sainte catherin_,65
cote sainte cathe_ine,65
sainte catherine,65
sainte c_therine,65
sainte_catherine,65
sainte cathe_ine,65
sainte catherin_,65
sainte catheri_e,65
sa_nte catherine,65
sainte cath_rine,65
sainte cather_ne,65
saint_ catherine,65
_ainte catherine,65
s_inte catherine,65
sainte ca_herine,65
sai_te catherine,65
sainte cat_erine,65
cote sainte,65
cote saint_,65
cote sain_e,65
c_te sainte,65
cote sa_nte,65
cote _ainte,65
co_e sainte,65
cote_sainte,65
cote sai_te,65
_ote sainte,65
cote s_inte,65
catherine,65
cather_ne,65
c_therine,65
_atherine,65
catheri_e,65
cath_rine,65
cat_erine,65
cathe_ine,65
catherin_,65
ca_herine,65
cote catherine,65
_ote catherine,65
cote_catherine,65
cote cather_ne,65
cote cat_erine,65
cote ca_herine,65
cote c_therine,65
cote catherin_,65
cote _atherine,65
co_e catherine,65
cote cathe_ine,65
universite de montreal,66
universite de mont_eal,66
_niversite de montreal,66
universite de_montreal,66
universit_ de montreal,66
universi_e de montreal,66
universite de montrea_,66
univers_te de montreal,66
universite de montre_l,66
universite de montr_al,66
universite de _ontreal,66
universite montreal,66
de montreal,66
d_ montreal,66
de _ontreal,66
_e montreal,66
de montrea_,66
de mont_eal,66
de montr_al,66
de_montreal,66
de mo_treal,66
de mon_real,66
de montre_l,66
universite de,66
univer_ite de,66
_niversite de,66
universit_ de,66
univers_te de,66
universite d_,66
uni_ersite de,66
universite_de,66
unive_site de,66
universite _e,66
un_versite de,66
universite,66
_niversite,66
univers_te,66
unive_site,66
univer_ite,66
u_iversite,66
universit_,66
universi_e,66
un_versite,66
univ_rsite,66
uni_ersite,66
montreal,66
montrea_,66
_ontreal,66
mont_eal,66
montr_al,66
montre_l,66
m_ntreal,66
mon_real,66
mo_treal,66
univers_te montreal,66
universite m_ntreal,66
universite montr_al,66
universite_montreal,66
_niversite montreal,66
univer_ite montreal,66
universite mon_real,66
u_iversite montreal,66
unive_site montreal,66
un_versite montreal,66
longueuil universite de sherbrooke,67
lo_gueuil universite de sherbrooke,67
lon_ueuil universite de sherbrooke,67
longueuil univer_ite de sherbrooke,67
longueuil universite de_sherbrooke,67
longueuil uni_ersite de sherbrooke,67
longueuil universite de s_erbrooke,67
longueuil universite _e sherbrooke,67
longueuil universite de sherbroo_e,67
longueuil universite_de sherbrooke,67
l_ngueuil universite de sherbrooke,67
longueuil universite sherbrooke,67
universite de sherbrooke,67
universite de_sherbrooke,67
universite de sherbr_oke,67
universite de she_brooke,67
universite de sherbroo_e,67
univers_te de sherbrooke,67
universite _e sherbrooke,67
univ_rsite de sherbrooke,67
universit_ de sherbrooke,67
univer_ite de sherbrooke,67
_niversite de sherbrooke,67
longueuil universite de,67
longueuil univ_rsite de,67
longueuil uni_ersite de,67
longueuil univer_ite de,67
longueuil universite d_,67
longu_uil universite de,67
longueuil universite_de,67
longueuil universi_e de,67
lon_ueuil universite de,67
longueuil un_versite de,67
longueuil _niversite de,67
longueuil,67
longue_il,67
longueui_,67
long_euil,67
l_ngueuil,67
longu_uil,67
lon_ueuil,67
longueu_l,67
lo_gueuil,67
_ongueuil,67
longueuil sherbrooke,67
longueuil sherbrook_,67
long_euil sherbrooke,67
lo_gueuil sherbrooke,67
longueu_l sherbrooke,67
longueuil_sherbrooke,67
longueuil sherbro_ke,67
longu_uil sherbrooke,67
_ongueuil sherbrooke,67
l_ngueuil sherbrooke,67
longueuil _herbrooke,67
