EntityMention,EntityName
lejeun_,90
lejeu_e,90
lej_une,90
le_eune,90
boileau,91
b_ileau,91
boi_eau,91
_oileau,91
boile_u,91
boil_au,91
bo_leau,91
boilea_,91
kiamika,92
kiam_ka,92
ki_mika,92
kia_ika,92
kiami_a,92
k_amika,92
kiamik_,92
_iamika,92
compton,93
com_ton,93
compt_n,93
c_mpton,93
co_pton,93
comp_on,93
compto_,93
_ompton,93
dosquet,94
do_quet,94
dosq_et,94
dosqu_t,94
dos_uet,94
d_squet,94
dosque_,94
_osquet,94
waltham,95
_altham,95
w_ltham,95
waltha_,95
walt_am,95
wa_tham,95
wal_ham,95
walth_m,95
manseau,96
man_eau,96
_anseau,96
ma_seau,96
manse_u,96
mans_au,96
m_nseau,96
mansea_,96
prevost,97
_revost,97
pr_vost,97
prev_st,97
pre_ost,97
prevo_t,97
prevos_,97
p_evost,97
ham sud,98
ham s_d,98
_am sud,98
ham _ud,98
h_m sud,98
ham su_,98
ha_ sud,98
ham_sud,98
l islet,99
l _slet,99
l_islet,99
l is_et,99
l isl_t,99
l isle_,99
_ islet,99
l i_let,99
adstock,100
adsto_k,100
adst_ck,100
a_stock,100
ad_tock,100
adstoc_,100
_dstock,100
ads_ock,100
eastman,101
eastm_n,101
eastma_,101
east_an,101
_astman,101
e_stman,101
ea_tman,101
eas_man,101
lacolle,102
lac_lle,102
lacol_e,102
la_olle,102
_acolle,102
l_colle,102
laco_le,102
lacoll_,102
yamaska,103
y_maska,103
yam_ska,103
yama_ka,103
yamask_,103
ya_aska,103
_amaska,103
yamas_a,103
bristol,104
brist_l,104
bri_tol,104
br_stol,104
_ristol,104
b_istol,104
bris_ol,104
bristo_,104
denholm,105
_enholm,105
den_olm,105
d_nholm,105
denho_m,105
denh_lm,105
de_holm,105
denhol_,105
newport,106
ne_port,106
_ewport,106
newpor_,106
n_wport,106
new_ort,106
newpo_t,106
newp_rt,106
esterel,107
ester_l,107
es_erel,107
_sterel,107
este_el,107
est_rel,107
estere_,107
e_terel,107
cacouna,108
cac_una,108
_acouna,108
cacou_a,108
cacoun_,108
caco_na,108
c_couna,108
ca_ouna,108
shannon,109
_hannon,109
sh_nnon,109
shan_on,109
shann_n,109
sha_non,109
s_annon,109
shanno_,109
aguanish,110
aguani_h,110
_guanish,110
aguan_sh,110
ag_anish,110
a_uanish,110
agu_nish,110
aguanis_,110
agua_ish,110
asbestos,111
_sbestos,111
asb_stos,111
asbe_tos,111
asbest_s,111
asbesto_,111
as_estos,111
asbes_os,111
a_bestos,111
barkmere,112
ba_kmere,112
barkme_e,112
_arkmere,112
barkm_re,112
bar_mere,112
barkmer_,112
b_rkmere,112
bark_ere,112
belcourt,113
belc_urt,113
be_court,113
belcou_t,113
bel_ourt,113
belco_rt,113
b_lcourt,113
_elcourt,113
belcour_,113
bethanie,114
betha_ie,114
bethani_,114
bet_anie,114
bethan_e,114
beth_nie,114
be_hanie,114
_ethanie,114
b_thanie,114
cap chat,115
cap c_at,115
cap _hat,115
c_p chat,115
ca_ chat,115
cap_chat,115
_ap chat,115
cap ch_t,115
cap cha_,115
chat,115
ch_t,115
c_at,115
cha_,115
_hat,115
carignan,116
_arignan,116
carign_n,116
car_gnan,116
ca_ignan,116
carigna_,116
cari_nan,116
c_rignan,116
carig_an,116
chambord,117
_hambord,117
chambo_d,117
chamb_rd,117
cha_bord,117
ch_mbord,117
chambor_,117
c_ambord,117
cham_ord,117
chandler,118
_handler,118
chand_er,118
cha_dler,118
chandle_,118
chandl_r,118
chan_ler,118
ch_ndler,118
c_andler,118
charette,119
charet_e,119
chare_te,119
c_arette,119
_harette,119
charett_,119
ch_rette,119
char_tte,119
cha_ette,119
clermont,120
c_ermont,120
_lermont,120
clerm_nt,120
cler_ont,120
cle_mont,120
clermon_,120
cl_rmont,120
clermo_t,120
danville,121
da_ville,121
d_nville,121
danv_lle,121
danvi_le,121
dan_ille,121
danvill_,121
danvil_e,121
_anville,121
desbiens,122
desb_ens,122
desbi_ns,122
des_iens,122
desbien_,122
d_sbiens,122
de_biens,122
_esbiens,122
desbie_s,122
disraeli,123
disr_eli,123
disrael_,123
di_raeli,123
dis_aeli,123
d_sraeli,123
_israeli,123
disra_li,123
disrae_i,123
egan sud,124
ega_ sud,124
egan s_d,124
egan su_,124
egan _ud,124
eg_n sud,124
e_an sud,124
egan_sud,124
_gan sud,124
egan,124
e_an,124
eg_n,124
_gan,124
ega_,124
franklin,125
fran_lin,125
frankli_,125
f_anklin,125
frank_in,125
fr_nklin,125
fra_klin,125
_ranklin,125
frankl_n,125
gatineau,126
gat_neau,126
_atineau,126
gatinea_,126
ga_ineau,126
gatin_au,126
g_tineau,126
gati_eau,126
gatine_u,126
honfleur,127
honfle_r,127
honfleu_,127
_onfleur,127
honfl_ur,127
honf_eur,127
h_nfleur,127
ho_fleur,127
hon_leur,127
lamarche,128
lamarch_,128
lama_che,128
lamar_he,128
lam_rche,128
_amarche,128
lamarc_e,128
la_arche,128
l_marche,128
la motte,129
la mot_e,129
la mott_,129
l_ motte,129
la m_tte,129
la mo_te,129
_a motte,129
la_motte,129
la _otte,129
motte,129
m_tte,129
_otte,129
mo_te,129
mot_e,129
mott_,129
la reine,130
la r_ine,130
la re_ne,130
la_reine,130
la rein_,130
_a reine,130
la rei_e,130
l_ reine,130
la _eine,130
reine,130
rein_,130
rei_e,130
r_ine,130
re_ne,130
_eine,130
la sarre,131
la_sarre,131
_a sarre,131
l_ sarre,131
la s_rre,131
la sa_re,131
la sar_e,131
la sarr_,131
la _arre,131
sarre,131
sar_e,131
s_rre,131
sarr_,131
l avenir,132
l aven_r,132
l aveni_,132
l av_nir,132
l _venir,132
_ avenir,132
l ave_ir,132
l a_enir,132
l_avenir,132
avenir,132
_venir,132
a_enir,132
ave_ir,132
aven_r,132
aveni_,132
av_nir,132
lefebvre,133
lefeb_re,133
lefe_vre,133
lefebv_e,133
l_febvre,133
_efebvre,133
le_ebvre,133
lef_bvre,133
lefebvr_,133
lorraine,134
lorr_ine,134
lorrain_,134
lo_raine,134
lorrai_e,134
_orraine,134
lor_aine,134
lorra_ne,134
l_rraine,134
malartic,135
malar_ic,135
malart_c,135
mal_rtic,135
ma_artic,135
m_lartic,135
malarti_,135
mala_tic,135
_alartic,135
maniwaki,136
maniwa_i,136
_aniwaki,136
maniw_ki,136
mani_aki,136
man_waki,136
m_niwaki,136
maniwak_,136
ma_iwaki,136
matagami,137
mataga_i,137
_atagami,137
m_tagami,137
mat_gami,137
ma_agami,137
mata_ami,137
matag_mi,137
matagam_,137
montreal,138
_ontreal,138
mon_real,138
mont_eal,138
m_ntreal,138
mo_treal,138
montr_al,138
montre_l,138
montrea_,138
normetal,139
norme_al,139
normeta_,139
no_metal,139
norm_tal,139
_ormetal,139
nor_etal,139
n_rmetal,139
normet_l,139
nouvelle,140
nou_elle,140
_ouvelle,140
nouvel_e,140
n_uvelle,140
nouv_lle,140
no_velle,140
nouvell_,140
nouve_le,140
piedmont,141
piedmon_,141
piedmo_t,141
p_edmont,141
pied_ont,141
pi_dmont,141
pie_mont,141
piedm_nt,141
_iedmont,141
pincourt,142
p_ncourt,142
pinc_urt,142
pin_ourt,142
pincou_t,142
pincour_,142
_incourt,142
pi_court,142
pinco_rt,142
piopolis,143
pi_polis,143
piopo_is,143
piopol_s,143
_iopolis,143
piop_lis,143
piopoli_,143
pio_olis,143
p_opolis,143
portneuf,144
por_neuf,144
portneu_,144
portne_f,144
po_tneuf,144
p_rtneuf,144
_ortneuf,144
port_euf,144
portn_uf,144
richmond,145
ri_hmond,145
_ichmond,145
r_chmond,145
ric_mond,145
richmo_d,145
rich_ond,145
richm_nd,145
richmon_,145
roberval,146
robe_val,146
rob_rval,146
_oberval,146
roberva_,146
ro_erval,146
rober_al,146
r_berval,146
roberv_l,146
rosemere,147
ros_mere,147
ro_emere,147
rosemer_,147
roseme_e,147
r_semere,147
rosem_re,147
_osemere,147
rose_ere,147
ulverton,148
ulvert_n,148
ulv_rton,148
ulver_on,148
ul_erton,148
ulverto_,148
ulve_ton,148
u_verton,148
_lverton,148
valcourt,149
va_court,149
val_ourt,149
_alcourt,149
valcou_t,149
valcour_,149
v_lcourt,149
valco_rt,149
valc_urt,149
val d or,150
val d_or,150
val d o_,150
va_ d or,150
val _ or,150
_al d or,150
v_l d or,150
val d _r,150
val_d or,150
d or,150
_ or,150
d _r,150
d o_,150
d_or,150
val d,150
val_d,150
val _,150
v_l d,150
_al d,150
va_ d,150
val or,150
va_ or,150
val _r,150
val_or,150
_al or,150
v_l or,150
val o_,150
varennes,151
va_ennes,151
varenn_s,151
varen_es,151
varenne_,151
vare_nes,151
var_nnes,151
v_rennes,151
_arennes,151
villeroy,152
vi_leroy,152
vill_roy,152
villero_,152
_illeroy,152
viller_y,152
ville_oy,152
vil_eroy,152
v_lleroy,152
waterloo,153
w_terloo,153
waterlo_,153
wa_erloo,153
waterl_o,153
wate_loo,153
water_oo,153
wat_rloo,153
_aterloo,153
la corne,154
l_ corne,154
la co_ne,154
_a corne,154
la c_rne,154
la corn_,154
la cor_e,154
la _orne,154
la_corne,154
corne,154
co_ne,154
_orne,154
cor_e,154
corn_,154
c_rne,154
la peche,155
_a peche,155
la_peche,155
la p_che,155
la pec_e,155
la pe_he,155
la pech_,155
l_ peche,155
la _eche,155
peche,155
_eche,155
p_che,155
pe_he,155
pech_,155
pec_e,155
preissac,156
p_eissac,156
preissa_,156
prei_sac,156
preiss_c,156
pre_ssac,156
preis_ac,156
pr_issac,156
_reissac,156
rimouski,157
_imouski,157
rim_uski,157
ri_ouski,157
rimous_i,157
rimou_ki,157
rimousk_,157
rimo_ski,157
r_mouski,157
joliette,158
_oliette,158
joli_tte,158
jolie_te,158
joliett_,158
j_liette,158
jol_ette,158
jo_iette,158
joliet_e,158
blue sea,159
blu_ sea,159
blue_sea,159
blue s_a,159
blue _ea,159
_lue sea,159
blue se_,159
bl_e sea,159
b_ue sea,159
sea,159
s_a,159
_ea,159
se_,159
blue,159
blu_,159
b_ue,159
_lue,159
bl_e,159
batiscan,160
batis_an,160
bati_can,160
ba_iscan,160
bat_scan,160
_atiscan,160
batisca_,160
b_tiscan,160
batisc_n,160
messines,161
messi_es,161
m_ssines,161
me_sines,161
messine_,161
_essines,161
mes_ines,161
messin_s,161
mess_nes,161
cayamant,162
cayama_t,162
c_yamant,162
cayaman_,162
cay_mant,162
_ayamant,162
cayam_nt,162
caya_ant,162
ca_amant,162
val joli,163
val_joli,163
val j_li,163
val jo_i,163
val jol_,163
val _oli,163
va_ joli,163
v_l joli,163
_al joli,163
chertsey,164
che_tsey,164
cherts_y,164
chertse_,164
chert_ey,164
_hertsey,164
c_ertsey,164
cher_sey,164
ch_rtsey,164
montcalm,165
mon_calm,165
montcal_,165
montc_lm,165
m_ntcalm,165
mo_tcalm,165
montca_m,165
mont_alm,165
_ontcalm,165
la tuque,166
_a tuque,166
la t_que,166
la tu_ue,166
la _uque,166
la tuqu_,166
la tuq_e,166
la_tuque,166
l_ tuque,166
tuque,166
tuq_e,166
tuqu_,166
tu_ue,166
t_que,166
_uque,166
barraute,167
ba_raute,167
barrau_e,167
_arraute,167
barra_te,167
barraut_,167
bar_aute,167
b_rraute,167
barr_ute,167
dixville,168
dixvil_e,168
di_ville,168
_ixville,168
dixvi_le,168
dixvill_,168
dix_ille,168
d_xville,168
dixv_lle,168
dudswell,169
_udswell,169
dudswe_l,169
dudswel_,169
d_dswell,169
dud_well,169
du_swell,169
duds_ell,169
dudsw_ll,169
neuville,170
neuvill_,170
_euville,170
neu_ille,170
neuvil_e,170
neuvi_le,170
n_uville,170
neuv_lle,170
ne_ville,170
crabtree,171
cr_btree,171
c_abtree,171
_rabtree,171
crab_ree,171
crabt_ee,171
crabtr_e,171
cra_tree,171
crabtre_,171
frampton,172
framp_on,172
frampto_,172
fr_mpton,172
fra_pton,172
frampt_n,172
fram_ton,172
_rampton,172
f_ampton,172
beaumont,173
be_umont,173
_eaumont,173
b_aumont,173
beau_ont,173
beaumon_,173
beaumo_t,173
beaum_nt,173
bea_mont,173
larouche,174
lar_uche,174
laro_che,174
larouc_e,174
la_ouche,174
l_rouche,174
_arouche,174
larou_he,174
larouch_,174
ormstown,175
ormst_wn,175
o_mstown,175
orm_town,175
orms_own,175
_rmstown,175
or_stown,175
ormstow_,175
ormsto_n,175
lanoraie,176
l_noraie,176
lanor_ie,176
lanora_e,176
lanorai_,176
lano_aie,176
lan_raie,176
la_oraie,176
_anoraie,176
saguenay,177
saguen_y,177
sa_uenay,177
s_guenay,177
sagu_nay,177
sague_ay,177
_aguenay,177
sag_enay,177
saguena_,177
tingwick,178
t_ngwick,178
tingw_ck,178
_ingwick,178
tingwi_k,178
tingwic_,178
ti_gwick,178
ting_ick,178
tin_wick,178
brossard,179
_rossard,179
brossar_,179
br_ssard,179
bro_sard,179
b_ossard,179
brossa_d,179
bros_ard,179
bross_rd,179
kirkland,180
ki_kland,180
kirkla_d,180
kir_land,180
kirk_and,180
k_rkland,180
_irkland,180
kirklan_,180
kirkl_nd,180
becancour,181
becanco_r,181
becan_our,181
bec_ncour,181
b_cancour,181
becanc_ur,181
beca_cour,181
becancou_,181
be_ancour,181
_ecancour,181
biencourt,182
biencou_t,182
b_encourt,182
_iencourt,182
bien_ourt,182
bie_court,182
bienc_urt,182
bi_ncourt,182
biencour_,182
bienco_rt,182
champneuf,183
champn_uf,183
ch_mpneuf,183
champneu_,183
_hampneuf,183
cham_neuf,183
cha_pneuf,183
champne_f,183
c_ampneuf,183
champ_euf,183
colombier,184
c_lombier,184
_olombier,184
col_mbier,184
colombi_r,184
colo_bier,184
colombie_,184
colom_ier,184
co_ombier,184
colomb_er,184
donnacona,185
do_nacona,185
donna_ona,185
d_nnacona,185
donnacon_,185
donnac_na,185
don_acona,185
_onnacona,185
donn_cona,185
donnaco_a,185
duparquet,186
du_arquet,186
dupar_uet,186
d_parquet,186
dup_rquet,186
_uparquet,186
duparqu_t,186
dupa_quet,186
duparque_,186
duparq_et,186
entrelacs,187
e_trelacs,187
ent_elacs,187
entrel_cs,187
entrelac_,187
en_relacs,187
entre_acs,187
entrela_s,187
_ntrelacs,187
entr_lacs,187
frontenac,188
_rontenac,188
fron_enac,188
fr_ntenac,188
fro_tenac,188
fronte_ac,188
frontena_,188
f_ontenac,188
fronten_c,188
front_nac,188
huberdeau,189
hube_deau,189
hu_erdeau,189
hub_rdeau,189
_uberdeau,189
h_berdeau,189
huberdea_,189
huberde_u,189
huberd_au,189
huber_eau,189
labrecque,190
labrec_ue,190
_abrecque,190
lab_ecque,190
labrecqu_,190
l_brecque,190
la_recque,190
labr_cque,190
labre_que,190
labrecq_e,190
lac simon,191
lac sim_n,191
lac simo_,191
lac_simon,191
lac _imon,191
_ac simon,191
l_c simon,191
la_ simon,191
lac s_mon,191
lac si_on,191
la martre,192
la ma_tre,192
la mar_re,192
_a martre,192
la m_rtre,192
la mart_e,192
la_martre,192
la _artre,192
l_ martre,192
la martr_,192
martre,192
ma_tre,192
mar_re,192
m_rtre,192
_artre,192
martr_,192
longueuil,193
longueui_,193
long_euil,193
longu_uil,193
longueu_l,193
l_ngueuil,193
_ongueuil,193
lo_gueuil,193
longue_il,193
lon_ueuil,193
maricourt,194
mari_ourt,194
maricour_,194
ma_icourt,194
mar_court,194
maricou_t,194
marico_rt,194
maric_urt,194
_aricourt,194
m_ricourt,194
mascouche,195
mas_ouche,195
m_scouche,195
masc_uche,195
ma_couche,195
mascouch_,195
_ascouche,195
masco_che,195
mascouc_e,195
mascou_he,195
matapedia,196
mat_pedia,196
matap_dia,196
mataped_a,196
ma_apedia,196
matapedi_,196
m_tapedia,196
mata_edia,196
matape_ia,196
peribonka,197
p_ribonka,197
peribo_ka,197
peribonk_,197
per_bonka,197
perib_nka,197
peri_onka,197
pe_ibonka,197
_eribonka,197
peribon_a,197
plaisance,198
plaisan_e,198
plaisanc_,198
plaisa_ce,198
pl_isance,198
pla_sance,198
plais_nce,198
p_aisance,198
_laisance,198
plai_ance,198
poularies,199
po_laries,199
pou_aries,199
_oularies,199
poular_es,199
p_ularies,199
poulari_s,199
poul_ries,199
poularie_,199
poula_ies,199
richelieu,200
rich_lieu,200
_ichelieu,200
ri_helieu,200
richelie_,200
richel_eu,200
r_chelieu,200
ric_elieu,200
richeli_u,200
riche_ieu,200
saint guy,201
_aint guy,201
sain_ guy,201
sai_t guy,201
saint gu_,201
saint g_y,201
sa_nt guy,201
saint_guy,201
saint _uy,201
s_int guy,201
guy,201
g_y,201
_uy,201
gu_,201
scotstown,202
scotstow_,202
scotsto_n,202
scotst_wn,202
scot_town,202
sco_stown,202
s_otstown,202
_cotstown,202
sc_tstown,202
scots_own,202
shigawake,203
sh_gawake,203
shiga_ake,203
s_igawake,203
shig_wake,203
shi_awake,203
shigawa_e,203
shigawak_,203
_higawake,203
shigaw_ke,203
stornoway,204
stor_oway,204
_tornoway,204
sto_noway,204
stornow_y,204
storn_way,204
s_ornoway,204
stornowa_,204
st_rnoway,204
storno_ay,204
tourville,205
to_rville,205
t_urville,205
_ourville,205
tourvil_e,205
tourvill_,205
tourvi_le,205
tou_ville,205
tourv_lle,205
tour_ille,205
val alain,206
val _lain,206
val al_in,206
val alai_,206
va_ alain,206
val_alain,206
v_l alain,206
_al alain,206
val a_ain,206
val ala_n,206
alain,206
al_in,206
_lain,206
a_ain,206
alai_,206
ala_n,206
val morin,207
v_l morin,207
val_morin,207
val _orin,207
val mor_n,207
val mo_in,207
val m_rin,207
_al morin,207
val mori_,207
va_ morin,207
vercheres,208
v_rcheres,208
ver_heres,208
vercher_s,208
_ercheres,208
verc_eres,208
ve_cheres,208
verche_es,208
verchere_,208
verch_res,208
kazabazua,209
kazaba_ua,209
kazab_zua,209
ka_abazua,209
kazabazu_,209
kaza_azua,209
kaz_bazua,209
k_zabazua,209
kazabaz_a,209
_azabazua,209
lac brome,210
lac b_ome,210
lac bro_e,210
_ac brome,210
l_c brome,210
lac br_me,210
lac_brome,210
la_ brome,210
lac brom_,210
lac _rome,210
brome,210
_rome,210
b_ome,210
br_me,210
brom_,210
bro_e,210
mont joli,211
_ont joli,211
mont jol_,211
mo_t joli,211
mon_ joli,211
mont_joli,211
mont _oli,211
m_nt joli,211
mont jo_i,211
mont j_li,211
escuminac,212
escumin_c,212
_scuminac,212
e_cuminac,212
esc_minac,212
es_uminac,212
escumi_ac,212
escu_inac,212
escum_nac,212
escumina_,212
normandin,213
normandi_,213
norm_ndin,213
_ormandin,213
nor_andin,213
n_rmandin,213
norma_din,213
normand_n,213
no_mandin,213
norman_in,213
bouchette,214
bouchet_e,214
bouc_ette,214
bo_chette,214
bou_hette,214
bouch_tte,214
b_uchette,214
bouche_te,214
bouchett_,214
_ouchette,214
sept iles,215
se_t iles,215
sept _les,215
sep_ iles,215
sept ile_,215
sept i_es,215
_ept iles,215
